v	A
12.52889633	0.00141884
12.54081726	0.00183774
12.55273819	0.00164948
12.56465912	0.00161666
12.57658005	0.00137650
12.58850098	0.00116940
12.60042191	0.00165906
12.61234283	0.00266613
12.62426376	0.00719675
12.63618469	0.01403979
12.64810562	0.01613900
12.66002655	0.01557410
12.67194748	0.01348974
12.68386841	0.00717141
12.69578934	0.00394575
12.70771027	0.00361429
12.71963120	0.00215759
12.73155212	0.00189484
12.74347305	0.00215206
12.75539398	0.00203589
12.76731491	0.00224684
12.77923584	0.00212427
12.79115677	0.00125374
12.80307770	0.00065829
12.81499863	0.00013351
12.82691956	0.00073333
12.83884048	0.00101410
12.85076141	0.00088212
12.86268234	0.00046135
12.87460327	0.00086587
12.88652420	0.00138599
12.89844513	0.00167948
12.91036606	0.00234052
12.92228699	0.00217053
12.93420792	0.00181415
12.94612885	0.00133233
12.95804977	0.00554998
12.96997070	0.03383421
12.98189163	0.07083888
12.99381256	0.08334639
13.00573349	0.08389165
13.01765442	0.07357967
13.02957535	0.03785471
13.04149628	0.00910209
13.05341721	0.00318423
13.06533813	0.00135174
13.07725906	0.00072940
13.08917999	0.00078931
13.10110092	0.00063153
13.11302185	0.00121282
13.12494278	0.00188646
13.13686371	0.00197245
13.14878464	0.00205842
13.16070557	0.00165019
13.17262650	0.00067440
13.18454742	0.00037691
13.19646835	0.00026785
13.20838928	0.00041627
13.22031021	0.00123295
13.23223114	0.00195476
13.24415207	0.00259088
13.25607300	0.00336383
13.26799393	0.00330170
13.27991486	0.00361940
13.29183578	0.00493832
13.30375671	0.00499321
13.31567764	0.00497470
13.32759857	0.00533399
13.33951950	0.00437142
13.35144043	0.00417283
13.36336136	0.00467875
13.37528229	0.00377179
13.38720322	0.00353753
13.39912415	0.00386585
13.41104507	0.00304990
13.42296600	0.00247914
13.43488693	0.00199662
13.44680786	0.00109113
13.45872879	0.00065796
13.47064972	0.00050671
13.48257065	0.00051801
13.49449158	0.00103160
13.50641251	0.00129623
13.51833344	0.00134248
13.53025436	0.00158804
13.54217529	0.00153086
13.55409622	0.00142438
13.56601715	0.00139006
13.57793808	0.00113907
13.58985901	0.00142303
13.60177994	0.00260894
13.61370087	0.00378890
13.62562180	0.00821873
13.63754272	0.01431577
13.64946365	0.01556628
13.66138458	0.01481148
13.67330551	0.01242808
13.68522644	0.00593523
13.69714737	0.00149827
13.70906830	0.00135137
13.72098923	0.00115448
13.73291016	0.00171387
13.74483109	0.00217377
13.75675201	0.00203882
13.76867294	0.00199994
13.78059387	0.00166842
13.79251480	0.00114480
13.80443573	0.00099707
13.81635666	0.00052744
13.82827759	0.00017304
13.84019852	0.00067613
13.85211945	0.00100571
13.86404037	0.00126417
13.87596130	0.00196947
13.88788223	0.00212390
13.89980316	0.00192953
13.91172409	0.00213097
13.92364502	0.00180776
13.93556595	0.00142205
13.94748688	0.00114709
13.95940781	0.00774674
13.97132874	0.04127849
13.98324966	0.08018401
13.99517059	0.09128627
14.00709152	0.09189268
14.01901245	0.07741831
14.03093338	0.03632841
14.04285431	0.00792745
14.05477524	0.00331344
14.06669617	0.00168668
14.07861710	0.00090512
14.09053802	0.00103424
14.10245895	0.00113916
14.11437988	0.00135008
14.12630081	0.00150265
14.13822174	0.00157303
14.15014267	0.00187501
14.16206360	0.00173410
14.17398453	0.00137938
14.18590546	0.00139349
14.19782639	0.00134919
14.20974731	0.00158996
14.22166824	0.00208012
14.23358917	0.00206661
14.24551010	0.00234683
14.25743103	0.00336549
14.26935196	0.00354796
14.28127289	0.00351969
14.29319382	0.00336556
14.30511475	0.00241447
14.31703568	0.00403401
14.32895660	0.00644149
14.34087753	0.00657149
14.35279846	0.00697183
14.36471939	0.00674737
14.37664032	0.00463738
14.38856125	0.00438377
14.40048218	0.00396629
14.41240311	0.00259123
14.42432404	0.00179347
14.43624496	0.00100935
14.44816589	0.00032651
14.46008682	0.00054320
14.47200775	0.00099475
14.48392868	0.00133149
14.49584961	0.00169432
14.50777054	0.00148546
14.51969147	0.00124573
14.53161240	0.00142616
14.54353333	0.00113160
14.55545425	0.00061394
14.56737518	0.00026957
14.57929611	0.00082592
14.59121704	0.00166436
14.60313797	0.00310795
14.61505890	0.00418897
14.62697983	0.00819366
14.63890076	0.01313568
14.65082169	0.01380081
14.66274261	0.01325915
14.67466354	0.01082269
14.68658447	0.00460667
14.69850540	0.00041494
14.71042633	0.00215809
14.72234726	0.00275635
14.73426819	0.00323533
14.74618912	0.00310685
14.75811005	0.00224244
14.77003098	0.00194486
14.78195190	0.00151517
14.79387283	0.00093506
14.80579376	0.00091687
14.81771469	0.00088027
14.82963562	0.00094597
14.84155655	0.00149659
14.85347748	0.00187514
14.86539841	0.00215220
14.87731934	0.00253473
14.88924026	0.00240852
14.90116119	0.00223910
14.91308212	0.00212472
14.92500305	0.00145952
14.93692398	0.00147749
14.94884491	0.00214258
14.96076584	0.00996089
14.97268677	0.04486626
14.98460770	0.08044580
14.99652863	0.08879997
15.00844955	0.08876044
15.02037048	0.07110838
15.03229141	0.03039692
15.04421234	0.00598952
15.05613327	0.00231509
15.06805420	0.00136790
15.07997513	0.00173550
15.09189606	0.00208169
15.10381699	0.00218556
15.11573792	0.00229367
15.12765884	0.00176994
15.13957977	0.00095488
15.15150070	0.00087255
15.16342163	0.00067606
15.17534256	0.00034414
15.18726349	0.00014369
15.19918442	0.00052748
15.21110535	0.00097725
15.22302628	0.00182516
15.23494720	0.00222953
15.24686813	0.00243695
15.25878906	0.00280151
15.27070999	0.00241121
15.28263092	0.00216042
15.29455185	0.00196611
15.30647278	0.00016738
15.31839371	0.00446696
15.33031464	0.00817831
15.34223557	0.00914407
15.35415649	0.00988034
15.36607742	0.00857032
15.37799835	0.00513949
15.38991928	0.00415244
15.40184021	0.00341117
15.41376114	0.00213608
15.42568207	0.00169780
15.43760300	0.00156885
15.44952393	0.00149510
15.46144485	0.00178116
15.47336578	0.00196922
15.48528671	0.00226226
15.49720764	0.00259913
15.50912857	0.00238795
15.52104950	0.00194630
15.53297043	0.00132557
15.54489136	0.00070253
15.55681229	0.00074877
15.56873322	0.00119849
15.58065414	0.00151826
15.59257507	0.00264983
15.60449600	0.00392595
15.61641693	0.00419340
15.62833786	0.00681758
15.64025879	0.00982610
15.65217972	0.00973316
15.66410065	0.00963893
15.67602158	0.00812802
15.68794250	0.00408318
15.69986343	0.00271948
15.71178436	0.00286442
15.72370529	0.00230717
15.73562622	0.00246561
15.74754715	0.00235210
15.75946808	0.00167064
15.77138901	0.00142575
15.78330994	0.00087954
15.79523087	0.00030870
15.80715179	0.00033365
15.81907272	0.00048799
15.83099365	0.00079261
15.84291458	0.00141943
15.85483551	0.00149347
15.86675644	0.00144978
15.87867737	0.00143840
15.89059830	0.00095588
15.90251923	0.00092847
15.91444016	0.00097905
15.92636108	0.00100986
15.93828201	0.00260380
15.95020294	0.00411757
15.96212387	0.01120071
15.97404480	0.04401574
15.98596573	0.07342525
15.99788666	0.07913573
16.00980759	0.07871100
16.02172852	0.05985793
16.03364944	0.02339879
16.04557037	0.00456393
16.05749130	0.00227264
16.06941223	0.00234340
16.08133316	0.00296126
16.09325409	0.00302724
16.10517502	0.00245238
16.11709595	0.00213238
16.12901688	0.00171429
16.14093781	0.00117113
16.15285873	0.00092256
16.16477966	0.00054618
16.17670059	0.00059025
16.18862152	0.00108458
16.20054245	0.00125418
16.21246338	0.00134029
16.22438431	0.00169765
16.23630524	0.00158318
16.24822617	0.00216404
16.26014709	0.00252031
16.27206802	0.00189290
16.28398895	0.00132931
16.29590988	0.00159112
16.30783081	0.00214928
16.31975174	0.00643783
16.33167267	0.01013798
16.34359360	0.01123086
16.35551453	0.01188839
16.36743546	0.00970121
16.37935638	0.00522356
16.39127731	0.00365794
16.40319824	0.00277219
16.41511917	0.00150886
16.42704010	0.00085605
16.43896103	0.00086439
16.45088196	0.00134309
16.46280289	0.00178553
16.47472382	0.00174630
16.48664474	0.00167004
16.49856567	0.00182603
16.51048660	0.00136500
16.52240753	0.00085021
16.53432846	0.00070423
16.54624939	0.00063400
16.55817032	0.00107262
16.57009125	0.00189271
16.58201218	0.00240619
16.59393311	0.00311868
16.60585403	0.00357851
16.61777496	0.00315908
16.62969589	0.00427924
16.64161682	0.00551268
16.65353775	0.00524077
16.66545868	0.00570538
16.67737961	0.00533004
16.68930054	0.00401391
16.70122147	0.00423847
16.71314240	0.00371910
16.72506332	0.00251868
16.73698425	0.00254450
16.74890518	0.00222487
16.76082611	0.00171466
16.77274704	0.00125440
16.78466797	0.00050425
16.79658890	0.00046179
16.80850983	0.00097091
16.82043076	0.00121715
16.83235168	0.00163255
16.84427261	0.00207056
16.85619354	0.00182932
16.86811447	0.00180296
16.88003540	0.00191651
16.89195633	0.00158325
16.90387726	0.00148617
16.91579819	0.00169453
16.92771912	0.00214376
16.93964005	0.00378913
16.95156097	0.00499387
16.96348190	0.01138553
16.97540283	0.03846228
16.98732376	0.05976022
16.99924469	0.06300679
17.01116562	0.06170708
17.02308655	0.04386620
17.03500748	0.01508068
17.04692841	0.00206502
17.05884933	0.00141325
17.07077026	0.00178342
17.08269119	0.00201462
17.09461212	0.00194755
17.10653305	0.00196602
17.11845398	0.00242351
17.13037491	0.00209284
17.14229584	0.00131440
17.15421677	0.00077204
17.16613770	0.00036761
17.17805862	0.00054226
17.18997955	0.00077330
17.20190048	0.00092402
17.21382141	0.00145596
17.22574234	0.00198491
17.23766327	0.00178046
17.24958420	0.00151421
17.26150513	0.00120815
17.27342606	0.00085359
17.28534698	0.00207520
17.29726791	0.00346007
17.30918884	0.00420941
17.32110977	0.00785581
17.33303070	0.01096924
17.34495163	0.01170290
17.35687256	0.01182577
17.36879349	0.00859299
17.38071442	0.00376951
17.39263535	0.00208272
17.40455627	0.00159561
17.41647720	0.00162452
17.42839813	0.00216978
17.44031906	0.00219205
17.45223999	0.00190705
17.46416092	0.00207686
17.47608185	0.00204288
17.48800278	0.00206603
17.49992371	0.00196151
17.51184464	0.00152082
17.52376556	0.00133026
17.53568649	0.00144964
17.54760742	0.00169219
17.55952835	0.00241814
17.57144928	0.00304923
17.58337021	0.00306351
17.59529114	0.00373781
17.60721207	0.00415694
17.61913300	0.00351869
17.63105392	0.00297134
17.64297485	0.00194973
17.65489578	0.00118424
17.66681671	0.00355694
17.67873764	0.00478736
17.69065857	0.00495494
17.70257950	0.00541304
17.71450043	0.00451481
17.72642136	0.00309802
17.73834229	0.00272153
17.75026321	0.00173760
17.76218414	0.00088078
17.77410507	0.00098110
17.78602600	0.00118833
17.79794693	0.00157261
17.80986786	0.00221636
17.82178879	0.00239416
17.83370972	0.00254183
17.84563065	0.00264259
17.85755157	0.00213012
17.86947250	0.00156938
17.88139343	0.00107340
17.89331436	0.00071103
17.90523529	0.00107881
17.91715622	0.00175262
17.92907715	0.00234013
17.94099808	0.00406929
17.95291901	0.00548655
17.96483994	0.00979992
17.97676086	0.02797059
17.98868179	0.04107962
18.00060272	0.04302058
18.01252365	0.04161049
18.02444458	0.02774541
18.03636551	0.00857613
18.04828644	0.00190891
18.06020737	0.00173476
18.07212830	0.00187698
18.08404922	0.00236694
18.09597015	0.00212150
18.10789108	0.00179121
18.11981201	0.00147014
18.13173294	0.00072697
18.14365387	0.00046236
18.15557480	0.00079779
18.16749573	0.00146129
18.17941666	0.00254705
18.19133759	0.00339414
18.20325851	0.00360879
18.21517944	0.00380957
18.22710037	0.00364555
18.23902130	0.00295190
18.25094223	0.00236875
18.26286316	0.00181481
18.27478409	0.00227656
18.28670502	0.00462867
18.29862595	0.00614137
18.31054688	0.00579288
18.32246780	0.00793068
18.33438873	0.01032577
18.34630966	0.01105245
18.35823059	0.01102621
18.37015152	0.00751957
18.38207245	0.00296818
18.39399338	0.00138116
18.40591431	0.00141854
18.41783524	0.00165471
18.42975616	0.00176715
18.44167709	0.00152834
18.45359802	0.00147641
18.46551895	0.00183143
18.47743988	0.00165812
18.48936081	0.00142331
18.50128174	0.00125065
18.51320267	0.00076008
18.52512360	0.00077538
18.53704453	0.00121032
18.54896545	0.00163662
18.56088638	0.00245729
18.57280731	0.00290845
18.58472824	0.00266550
18.59664917	0.00277071
18.60857010	0.00255085
18.62049103	0.00212172
18.63241196	0.00375979
18.64433289	0.00507738
18.65625381	0.00489431
18.66817474	0.00566747
18.68009567	0.00589827
18.69201660	0.00620728
18.70393753	0.00651698
18.71585846	0.00477409
18.72777939	0.00292069
18.73970032	0.00234083
18.75162125	0.00154747
18.76354218	0.00096706
18.77546310	0.00084458
18.78738403	0.00070161
18.79930496	0.00092766
18.81122589	0.00133467
18.82314682	0.00135101
18.83506775	0.00140237
18.84698868	0.00139240
18.85890961	0.00090217
18.87083054	0.00067398
18.88275146	0.00067177
18.89467239	0.00080487
18.90659332	0.00151618
18.91851425	0.00205453
18.93043518	0.00246495
18.94235611	0.00423549
18.95427704	0.00535141
18.96619797	0.00719377
18.97811890	0.01581079
18.99003983	0.02142850
19.00196075	0.02186028
19.01388168	0.02036901
19.02580261	0.01247023
19.03772354	0.00409891
19.04964447	0.00312454
19.06156540	0.00260121
19.07348633	0.00242881
19.08540726	0.00268692
19.09732819	0.00217526
19.10924911	0.00177993
19.12117004	0.00152267
19.13309097	0.00113700
19.14501190	0.00131036
19.15693283	0.00153979
19.16885376	0.00122708
19.18077469	0.00119727
19.19269562	0.00135035
19.20461655	0.00138997
19.21653748	0.00169370
19.22845840	0.00167957
19.24037933	0.00147755
19.25230026	0.00173439
19.26422119	0.00229831
19.27614212	0.00372688
19.28806305	0.00667890
19.29998398	0.00813436
19.31190491	0.00769728
19.32382584	0.00839660
19.33574677	0.00853179
19.34766769	0.00816898
19.35958862	0.00774731
19.37150955	0.00471385
19.38343048	0.00171846
19.39535141	0.00129652
19.40727234	0.00163711
19.41919327	0.00199920
19.43111420	0.00230326
19.44303513	0.00184441
19.45495605	0.00178711
19.46687698	0.00176927
19.47879791	0.00109406
19.49071884	0.00067971
19.50263977	0.00065528
19.51456070	0.00093211
19.52648163	0.00162307
19.53840256	0.00216648
19.55032349	0.00228815
19.56224442	0.00260187
19.57416534	0.00268815
19.58608627	0.00249826
19.59800720	0.00252968
19.60992813	0.00213611
19.62184906	0.00332501
19.63376999	0.00751765
19.64569092	0.00981265
19.65761185	0.00973046
19.66953278	0.00933972
19.68145370	0.00713455
19.69337463	0.00615723
19.70529556	0.00633131
19.71721649	0.00459012
19.72913742	0.00280095
19.74105835	0.00221207
19.75297928	0.00153635
19.76490021	0.00129928
19.77682114	0.00152246
19.78874207	0.00158759
19.80066299	0.00166540
19.81258392	0.00150737
19.82450485	0.00084214
19.83642578	0.00039947
19.84834671	0.00020306
19.86026764	0.00015816
19.87218857	0.00014741
19.88410950	0.00074924
19.89603043	0.00136403
19.90795135	0.00261690
19.91987228	0.00345315
19.93179321	0.00365353
19.94371414	0.00458569
19.95563507	0.00483085
19.96755600	0.00436883
19.97947693	0.00408273
19.99139786	0.00258635
20.00331879	0.00004334
20.01523972	0.00205130
20.02716064	0.00289630
20.03908157	0.00346638
20.05100250	0.00376974
20.06292343	0.00291028
20.07484436	0.00213042
20.08676529	0.00163520
20.09868622	0.00095347
20.11060715	0.00090478
20.12252808	0.00103700
20.13444901	0.00112455
20.14636993	0.00167107
20.15829086	0.00208565
20.17021179	0.00214560
20.18213272	0.00252128
20.19405365	0.00246767
20.20597458	0.00176652
20.21789551	0.00115099
20.22981644	0.00090123
20.24173737	0.00146597
20.25365829	0.00201486
20.26557922	0.00236038
20.27750015	0.00329427
20.28942108	0.00650994
20.30134201	0.00805149
20.31326294	0.00769213
20.32518387	0.00758936
20.33710480	0.00657475
20.34902573	0.00616696
20.36094666	0.00563354
20.37286758	0.00292093
20.38478851	0.00098522
20.39670944	0.00118888
20.40863037	0.00154967
20.42055130	0.00212419
20.43247223	0.00239225
20.44439316	0.00185745
20.45631409	0.00126143
20.46823502	0.00076494
20.48015594	0.00044613
20.49207687	0.00064356
20.50399780	0.00070940
20.51591873	0.00061074
20.52783966	0.00076708
20.53976059	0.00137383
20.55168152	0.00152100
20.56360245	0.00194215
20.57552338	0.00178107
20.58744431	0.00121103
20.59936523	0.00103211
20.61128616	0.00068786
20.62320709	0.00326581
20.63512802	0.00963274
20.64704895	0.01254168
20.65896988	0.01238559
20.67089081	0.01113689
20.68281174	0.00690926
20.69473267	0.00561197
20.70665359	0.00558900
20.71857452	0.00336804
20.73049545	0.00168041
20.74241638	0.00145800
20.75433731	0.00146297
20.76625824	0.00181933
20.77817917	0.00216201
20.79010010	0.00202102
20.80202103	0.00207596
20.81394196	0.00196889
20.82586288	0.00142897
20.83778381	0.00127457
20.84970474	0.00101504
20.86162567	0.00060020
20.87354660	0.00112293
20.88546753	0.00178134
20.89738846	0.00210544
20.90930939	0.00273883
20.92123032	0.00295167
20.93315125	0.00306902
20.94507217	0.00355196
20.95699310	0.00299800
20.96891403	0.00689283
20.98083496	0.01545811
20.99275589	0.01876439
21.00467682	0.01914202
21.01659775	0.01802562
21.02851868	0.01074084
21.04043961	0.00466287
21.05236053	0.00389420
21.06428146	0.00268979
21.07620239	0.00204115
21.08812332	0.00189822
21.10004425	0.00121971
21.11196518	0.00092006
21.12388611	0.00127802
21.13580704	0.00146948
21.14772797	0.00173716
21.15964890	0.00198968
21.17156982	0.00184597
21.18349075	0.00188429
21.19541168	0.00164990
21.20733261	0.00094674
21.21925354	0.00055551
21.23117447	0.00028918
21.24309540	0.00037404
21.25501633	0.00140737
21.26693726	0.00232555
21.27885818	0.00404556
21.29077911	0.00695156
21.30270004	0.00745901
21.31462097	0.00629303
21.32654190	0.00515611
21.33846283	0.00322325
21.35038376	0.00328494
21.36230469	0.00330828
21.37422562	0.00191750
21.38614655	0.00145716
21.39806747	0.00160569
21.40998840	0.00138553
21.42190933	0.00156444
21.43383026	0.00175615
21.44575119	0.00134953
21.45767212	0.00097329
21.46959305	0.00071828
21.48151398	0.00062652
21.49343491	0.00112445
21.50535583	0.00163526
21.51727676	0.00177657
21.52919769	0.00193500
21.54111862	0.00190820
21.55303955	0.00159922
21.56496048	0.00155924
21.57688141	0.00121603
21.58880234	0.00086490
21.60072327	0.00134085
21.61264420	0.00252797
21.62456512	0.00748727
21.63648605	0.01497459
21.64840698	0.01742848
21.66032791	0.01676806
21.67224884	0.01440206
21.68416977	0.00794361
21.69609070	0.00492319
21.70801163	0.00434998
21.71993256	0.00229212
21.73185349	0.00092144
21.74377441	0.00084094
21.75569534	0.00104454
21.76761627	0.00153678
21.77953720	0.00178246
21.79145813	0.00163340
21.80337906	0.00191472
21.81529999	0.00186673
21.82722092	0.00141825
21.83914185	0.00129698
21.85106277	0.00129375
21.86298370	0.00121511
21.87490463	0.00131704
21.88682556	0.00127529
21.89874649	0.00177145
21.91066742	0.00280654
21.92258835	0.00270264
21.93450928	0.00203367
21.94643021	0.00145356
21.95835114	0.00265445
21.97027206	0.01553539
21.98219299	0.03147763
21.99411392	0.03651996
22.00603485	0.03692729
22.01795578	0.03262671
22.02987671	0.01708448
22.04179764	0.00603738
22.05371857	0.00479407
22.06563950	0.00334548
22.07756042	0.00228005
22.08948135	0.00147602
22.10140228	0.00048555
22.11332321	0.00062571
22.12524414	0.00085933
22.13716507	0.00091634
22.14908600	0.00123752
22.16100693	0.00143806
22.17292786	0.00126810
22.18484879	0.00102814
22.19676971	0.00070388
22.20869064	0.00053792
22.22061157	0.00065108
22.23253250	0.00096851
22.24445343	0.00175739
22.25637436	0.00291599
22.26829529	0.00321279
22.28021622	0.00396484
22.29213715	0.00602554
22.30405807	0.00626533
22.31597900	0.00575320
22.32789993	0.00488494
22.33982086	0.00201956
22.35174179	0.00131260
22.36366272	0.00307818
22.37558365	0.00362186
22.38750458	0.00406275
22.39942551	0.00401766
22.41134644	0.00306291
22.42326736	0.00260347
22.43518829	0.00218606
22.44710922	0.00132900
22.45903015	0.00085090
22.47095108	0.00090015
22.48287201	0.00085555
22.49479294	0.00090213
22.50671387	0.00113303
22.51863480	0.00181064
22.53055573	0.00243797
22.54247665	0.00218572
22.55439758	0.00158622
22.56631851	0.00104080
22.57823944	0.00039314
22.59016037	0.00056997
22.60208130	0.00182162
22.61400223	0.00323961
22.62592316	0.00873423
22.63784409	0.01624132
22.64976501	0.01820042
22.66168594	0.01761922
22.67360687	0.01482023
22.68552780	0.00754453
22.69744873	0.00412720
22.70936966	0.00375966
22.72129059	0.00228596
22.73321152	0.00168502
22.74513245	0.00179677
22.75705338	0.00171222
22.76897430	0.00190948
22.78089523	0.00198647
22.79281616	0.00169182
22.80473709	0.00146159
22.81665802	0.00110768
22.82857895	0.00060879
22.84049988	0.00069548
22.85242081	0.00095666
22.86434174	0.00139720
22.87626266	0.00207461
22.88818359	0.00235757
22.90010452	0.00259101
22.91202545	0.00284251
22.92394638	0.00228825
22.93586731	0.00159266
22.94778824	0.00075215
22.95970917	0.00442983
22.97163010	0.02226705
22.98355103	0.04199374
22.99547195	0.04730593
23.00739288	0.04776568
23.01931381	0.04040428
23.03123474	0.01935178
23.04315567	0.00533164
23.05507660	0.00274155
23.06699753	0.00110230
23.07891846	0.00056957
23.09083939	0.00076086
23.10276031	0.00103889
23.11468124	0.00137525
23.12660217	0.00154568
23.13852310	0.00157244
23.15044403	0.00192365
23.16236496	0.00176838
23.17428589	0.00136069
23.18620682	0.00132945
23.19812775	0.00097598
23.21004868	0.00073221
23.22196960	0.00102855
23.23389053	0.00161796
23.24581146	0.00256055
23.25773239	0.00372884
23.26965332	0.00393221
23.28157425	0.00427574
23.29349518	0.00515784
23.30541611	0.00472007
23.31733704	0.00480967
23.32925797	0.00499323
23.34117889	0.00356304
23.35309982	0.00332271
23.36502075	0.00363284
23.37694168	0.00317132
23.38886261	0.00378648
23.40078354	0.00360285
23.41270447	0.00226870
23.42462540	0.00156523
23.43654633	0.00090818
23.44846725	0.00087133
23.46038818	0.00070068
23.47230911	0.00035257
23.48423004	0.00075959
23.49615097	0.00170904
23.50807190	0.00213848
23.51999283	0.00220356
23.53191376	0.00253407
23.54383469	0.00225307
23.55575562	0.00155802
23.56767654	0.00107172
23.57959747	0.00093358
23.59151840	0.00160071
23.60343933	0.00255064
23.61536026	0.00359759
23.62728119	0.00932783
23.63920212	0.01601081
23.65112305	0.01714910
23.66304398	0.01648475
23.67496490	0.01330032
23.68688583	0.00567334
23.69880676	0.00072296
23.71072769	0.00107924
23.72264862	0.00112881
23.73456955	0.00153099
23.74649048	0.00180565
23.75841141	0.00186760
23.77033234	0.00218959
23.78225327	0.00190097
23.79417419	0.00130770
23.80609512	0.00114623
23.81801605	0.00095918
23.82993698	0.00084654
23.84185791	0.00119932
23.85377884	0.00161955
23.86569977	0.00215051
23.87762070	0.00270463
23.88954163	0.00252704
23.90146255	0.00214720
23.91338348	0.00212222
23.92530441	0.00154592
23.93722534	0.00105151
23.94914627	0.00096802
23.96106720	0.00635469
23.97298813	0.02782540
23.98490906	0.04906139
23.99682999	0.05402097
24.00875092	0.05420939
24.02067184	0.04348068
24.03259277	0.01902748
24.04451370	0.00495249
24.05643463	0.00265908
24.06835556	0.00122860
24.08027649	0.00087312
24.09219742	0.00098696
24.10411835	0.00119623
24.11603928	0.00161329
24.12796021	0.00169627
24.13988113	0.00153229
24.15180206	0.00162281
24.16372299	0.00149450
24.17564392	0.00122781
24.18756485	0.00120206
24.19948578	0.00107651
24.21140671	0.00136692
24.22332764	0.00203881
24.23524857	0.00227076
24.24716949	0.00290601
24.25909042	0.00371231
24.27101135	0.00355297
24.28293228	0.00363379
24.29485321	0.00370906
24.30677414	0.00295631
24.31869507	0.00434005
24.33061600	0.00628910
24.34253693	0.00642619
24.35445786	0.00682252
24.36637878	0.00623417
24.37829971	0.00398855
24.39022064	0.00317311
24.40214157	0.00245177
24.41406250	0.00134619
24.42598343	0.00100550
24.43790436	0.00061538
24.44982529	0.00035483
24.46174622	0.00061022
24.47366714	0.00053838
24.48558807	0.00083334
24.49750900	0.00138320
24.50942993	0.00113577
24.52135086	0.00086002
24.53327179	0.00077738
24.54519272	0.00036383
24.55711365	0.00039569
24.56903458	0.00073761
24.58095551	0.00095468
24.59287643	0.00186878
24.60479736	0.00295097
24.61671829	0.00429354
